Date,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL
2021-09-27,139.83209228515625,140.69097726660868,138.83641973309338,139.5669415885207,21882000
2021-09-28,134.6361541748047,137.87393879510293,134.17028392552325,137.4363214393238,45772000
2021-09-29,133.17262268066406,135.94553512593572,132.68842135183831,135.7760328990303,30848000
2021-09-30,132.50106811523438,134.35116361737062,132.3821276786133,133.08143210735338,37996000
2021-10-01,135.34288024902344,135.70715804170354,132.8945886396275,133.26579353336834,35360000
2021-10-04,132.48472595214844,134.7654966784679,129.89816454860028,134.7654966784679,51202000
2021-10-05,134.8274688720703,136.01841621357198,132.86289428566997,132.86289428566997,32404000
2021-10-06,136.3559112548828,136.53928282638935,133.3674114045409,133.56565053252967,24364000
2021-10-07,138.00128173828125,138.81110201152154,137.43232185484638,137.6712009127168,25110000
2021-10-08,138.556884765625,139.097576749606,137.99386876227683,138.3502060903865,26526000
2021-10-11,137.6930389404297,139.47523981927662,137.6385144893524,138.0677224984153,17954000
2021-10-12,135.24972534179688,138.28084658816041,134.56677058487705,138.25407591116456,36332000
2021-10-13,136.37278747558594,136.7871129322512,135.31912671269674,136.19486075177014,19654000
2021-10-14,139.91038513183594,140.09523891303556,137.6048250070832,138.24812282051505,31894000
2021-10-15,140.12547302246094,140.47240282360914,139.51786944318084,140.3698121513104,30274000
2021-10-18,141.52308654785156,141.54093366501112,139.82960687486855,139.8365491009501,20396000
2021-10-19,141.97801208496094,142.39977866928137,141.3466175561995,142.1271867181515,20164000
2021-10-20,140.52294921875,142.28433864697428,140.1338971977449,142.0781590742051,23288000
2021-10-21,140.63893127441406,140.90656241415812,139.26511158996246,140.52295525974566,26292000
2021-10-22,136.35739135742188,139.34737337961698,134.86016945665278,137.926969706927,50588000
2021-10-25,136.23895263671875,136.787086020702,134.23372308873442,136.34104419991752,34412000
2021-10-26,138.08407592773438,138.85175904468622,137.08890257767035,138.03947326185792,49236000
2021-10-27,144.932373046875,147.34348862949798,138.17974904752617,138.17974904752617,85782000
2021-10-28,144.56707763671875,145.8645780331488,143.35581813063857,145.84128603540435,36206000
2021-10-29,146.74478149414062,146.93905794038585,143.37813478343114,143.80286589775253,43320000
2021-11-01,142.23574829101562,146.74477665621114,141.96663496333343,146.74477665621114,46924000
2021-11-02,144.15426635742188,145.32042434345115,143.06690793959632,143.30876665267616,33482000
2021-11-03,145.3095245361328,145.37989965427468,143.32016075699752,144.61814533980774,27494000
